member_id,name,state,party,chamber,district,govtrack_id,ideology_score_raw,ideology_score_norm,inverse_ideology_score
T000472,Takano,CA,D,house,39,412520,0.13287211666146934,0.13287211666146934,0.8671278833385306
T000460,Thompson (CA),CA,D,house,04,400403,0.32286148185476954,0.32286148185476954,0.6771385181452305
T000474,Torres (CA),CA,D,house,35,412617,0.2685547992655861,0.2685547992655861,0.7314452007344139
V000129,Valadao,CA,R,house,22,412515,0.6550095178546068,0.6550095178546068,0.3449904821453932
V000130,Vargas,CA,D,house,52,412522,0.18813388318667443,0.18813388318667443,0.8118661168133255
W000187,Waters,CA,D,house,43,400422,0.21039160731435574,0.21039160731435574,0.7896083926856443
B000825,Boebert,CO,R,house,04,456805,0.8110802753789594,0.8110802753789594,0.18891972462104056
C001121,Crow,CO,D,house,06,412762,0.41935411141166745,0.41935411141166745,0.5806458885883325
D000197,DeGette,CO,D,house,01,400101,0.2218123463429192,0.2218123463429192,0.7781876536570809
S408,John Hickenlooper,CO,D,senate,,456797,0.406969625325728,0.406969625325728,0.593030374674272
S330,Michael Bennet,CO,D,senate,,412330,0.35938744324190247,0.35938744324190247,0.6406125567580976
N000191,Neguse,CO,D,house,02,412761,0.3983671005410856,0.3983671005410856,0.6016328994589144
S364,Christopher Murphy,CT,D,senate,,412194,0.19555716221292938,0.19555716221292938,0.8044428377870706
C001069,Courtney,CT,D,house,02,412193,0.32626597601527346,0.32626597601527346,0.6737340239847265
D000216,DeLauro,CT,D,house,03,400103,0.2519501073129446,0.2519501073129446,0.7480498926870554
H001081,Hayes,CT,D,house,05,412763,0.13859054430807607,0.13859054430807607,0.861409455691924
H001047,Himes,CT,D,house,04,412282,0.32479438000736194,0.32479438000736194,0.6752056199926381
L000557,Larson (CT),CT,D,house,01,400233,0.2481411895028906,0.2481411895028906,0.7518588104971093
S341,Richard Blumenthal,CT,D,senate,,412490,0.07808797946930876,0.07808797946930876,0.9219120205306912
B001303,Blunt Rochester,DE,D,house,00,412689,0.38169450172879893,0.38169450172879893,0.6183054982712011
S337,Christopher Coons,DE,D,senate,,412390,0.3997639183268767,0.3997639183268767,0.6002360816731234
B001257,Bilirakis,FL,R,house,12,412250,0.7247604499500513,0.7247604499500513,0.2752395500499487
B001260,Buchanan,FL,R,house,16,412196,0.6596840083712348,0.6596840083712348,0.34031599162876525
C001039,Cammack,FL,R,house,03,456806,0.7536752557031324,0.7536752557031324,0.24632474429686757
C001066,Castor (FL),FL,D,house,14,412195,0.26215159396776827,0.26215159396776827,0.7378484060322317
D000600,Diaz-Balart,FL,R,house,26,400108,0.5813451655967788,0.5813451655967788,0.41865483440322115
D000032,Donalds,FL,R,house,19,456808,0.9017816621867238,0.9017816621867238,0.09821833781327616
D000628,Dunn,FL,R,house,02,412691,0.7320453226450382,0.7320453226450382,0.2679546773549618
F000462,"Frankel, Lois",FL,D,house,22,412529,0.2687420476620566,0.2687420476620566,0.7312579523379434
F000472,"Franklin, C. Scott",FL,R,house,18,456807,0.777456333918782,0.777456333918782,0.222543666081218
G000593,Gimenez,FL,R,house,28,456809,0.6791580390048613,0.6791580390048613,0.32084196099513873
M001199,Mast,FL,R,house,21,412698,0.6907052039535779,0.6907052039535779,0.30929479604642207
S404,Rick Scott,FL,R,senate,,412838,1.0,1.0,0.0
R000609,Rutherford,FL,R,house,05,412692,0.7663391563072965,0.7663391563072965,0.23366084369270346
S000168,Salazar,FL,R,house,27,456810,0.6405053689304443,0.6405053689304443,0.3594946310695557
S001200,Soto,FL,D,house,09,412695,0.32040437921045706,0.32040437921045706,0.6795956207895429
S001214,Steube,FL,R,house,17,412766,0.8891013278799689,0.8891013278799689,0.11089867212003113
W000797,Wasserman Schultz,FL,D,house,25,400623,0.2951450507881944,0.2951450507881944,0.7048549492118056
W000806,Webster (FL),FL,R,house,11,412410,0.7467944350980494,0.7467944350980494,0.25320556490195056
W000808,Wilson (FL),FL,D,house,24,412412,0.17241425996275075,0.17241425996275075,0.8275857400372493
A000372,Allen,GA,R,house,12,412625,0.729382762594728,0.729382762594728,0.270617237405272
B000490,Bishop (GA),GA,D,house,02,400030,0.3735468203935735,0.3735468203935735,0.6264531796064265
C001103,Carter (GA),GA,R,house,01,412622,0.800199149408421,0.800199149408421,0.19980085059157904
C001116,Clyde,GA,R,house,09,456813,0.7059168313086243,0.7059168313086243,0.29408316869137574
J000288,Johnson (GA),GA,D,house,04,412199,0.09893932286264027,0.09893932286264027,0.9010606771373597
S414,Jon Ossoff,GA,D,senate,,456857,0.4402663296818987,0.4402663296818987,0.5597336703181013
L000583,Loudermilk,GA,R,house,11,412624,0.683761467544444,0.683761467544444,0.316238532455556
M001208,McBath,GA,D,house,06,412769,0.2709863614728177,0.2709863614728177,0.7290136385271824
S415,Raphael Warnock,GA,D,senate,,456858,0.5631835052777111,0.5631835052777111,0.4368164947222889
S001189,"Scott, Austin",GA,R,house,08,412417,0.6754324222197459,0.6754324222197459,0.32456757778025414
W000788,Williams (GA),GA,D,house,05,456811,0.12940193671610745,0.12940193671610745,0.8705980632838926
S353,Brian Schatz,HI,D,senate,,412507,0.25772937877741425,0.25772937877741425,0.7422706212225858
C001055,Case,HI,D,house,01,400069,0.33347142100787897,0.33347142100787897,0.666528578992121
S361,Mazie Hirono,HI,D,senate,,412200,0.12550784553437905,0.12550784553437905,0.874492154465621
S153,Charles Grassley,IA,R,senate,,300048,0.7088450551063811,0.7088450551063811,0.2911549448936189
F000446,Feenstra,IA,R,house,04,456818,0.7622817189472302,0.7622817189472302,0.23771828105276982
H001091,Hinson,IA,R,house,02,456816,0.7657902139423007,0.7657902139423007,0.23420978605769927
S376,Joni Ernst,IA,R,senate,,412667,0.8165373522368331,0.8165373522368331,0.1834626477631669
M001215,Miller-Meeks,IA,R,house,01,456817,0.7710398734424333,0.7710398734424333,0.2289601265575667
F000469,Fulcher,ID,R,house,01,412773,0.697174798484708,0.697174798484708,0.302825201515292
S323,James Risch,ID,R,senate,,412322,0.8905612584153054,0.8905612584153054,0.10943874158469458
S266,Mike Crapo,ID,R,senate,,300030,0.8829212161900908,0.8829212161900908,0.11707878380990921
S001148,Simpson,ID,R,house,02,400376,0.5766609181192629,0.5766609181192629,0.4233390818807371
B001295,Bost,IL,R,house,12,412629,0.7812855415333534,0.7812855415333534,0.2187144584666466
C001117,Casten,IL,D,house,06,412775,0.17697288188597626,0.17697288188597626,0.8230271181140237
D000096,"Davis, Danny K.",IL,D,house,07,400093,0.15144776941427404,0.15144776941427404,0.8485522305857259
F000454,Foster,IL,D,house,11,412257,0.29020110999255694,0.29020110999255694,0.709798890007443
G000586,GarcÃ­a (IL),IL,D,house,04,412774,0.08137110262365659,0.08137110262365659,0.9186288973763435
K000385,Kelly (IL),IL,D,house,02,412595,0.20996145391028187,0.20996145391028187,0.7900385460897181
K000391,Krishnamoorthi,IL,D,house,08,412701,0.25502310353767965,0.25502310353767965,0.7449768964623203
L000585,LaHood,IL,R,house,16,412674,0.6419580232612602,0.6419580232612602,0.35804197673873983
M001211,Miller (IL),IL,R,house,15,456820,0.9096294161637568,0.9096294161637568,0.09037058383624319
Q000023,Quigley,IL,D,house,05,412331,0.2229998279644582,0.2229998279644582,0.7770001720355418
S253,Richard Durbin,IL,D,senate,,300038,0.16628426129637047,0.16628426129637047,0.8337157387036296
S001145,Schakowsky,IL,D,house,09,400360,0.0657339098837986,0.0657339098837986,0.9342660901162014
S001190,Schneider,IL,D,house,10,412534,0.360645980701327,0.360645980701327,0.6393540192986731
S386,Tammy Duckworth,IL,D,senate,,412533,0.16370349851552823,0.16370349851552823,0.8362965014844718
U000040,Underwood,IL,D,house,14,412776,0.2397918800587885,0.2397918800587885,0.7602081199412115
B001307,Baird,IN,R,house,04,412777,0.7694187178919729,0.7694187178919729,0.23058128210802709
B001299,Banks,IN,R,house,03,412702,0.7160665990482047,0.7160665990482047,0.2839334009517953
C001072,Carson,IN,D,house,07,412258,0.11266697832483298,0.11266697832483298,0.887333021675167
M001214,Mrvan,IN,D,house,01,456821,0.33798700109717833,0.33798700109717833,0.6620129989028216
S000929,Spartz,IN,R,house,05,456822,0.556932948639264,0.556932948639264,0.443067051360736
S391,Todd Young,IN,R,senate,,412428,0.7196098714408015,0.7196098714408015,0.28039012855919854
D000629,Davids (KS),KS,D,house,03,412780,0.3913072016694604,0.3913072016694604,0.6086927983305396
E000298,Estes,KS,R,house,04,412735,0.6595649938937598,0.6595649938937598,0.3404350061062402
S347,Jerry Moran,KS,R,senate,,400284,0.7388606881559148,0.7388606881559148,0.26113931184408523
M000871,Mann,KS,R,house,01,456823,0.8316593351817212,0.8316593351817212,0.1683406648182788
S411,Roger Marshall,KS,R,senate,,412704,0.874299796182531,0.874299796182531,0.12570020381746905
B001282,Barr,KY,R,house,06,412541,0.7160220181221483,0.7160220181221483,0.2839779818778517
C001108,Comer,KY,R,house,01,412676,0.5754369101005962,0.5754369101005962,0.42456308989940383
G000558,Guthrie,KY,R,house,02,412278,0.63875500227161,0.63875500227161,0.36124499772839
M001184,Massie,KY,R,house,04,412503,0.539792309027194,0.539792309027194,0.460207690972806
S174,Mitch McConnell,KY,R,senate,,300072,0.6857721467012635,0.6857721467012635,0.3142278532987365
S348,Rand Paul,KY,R,senate,,412492,0.6803886239524993,0.6803886239524993,0.3196113760475007
R000395,Rogers (KY),KY,R,house,05,400340,0.5434357929855484,0.5434357929855484,0.45656420701445155
S373,Bill Cassidy,LA,R,senate,,412269,0.7733176049393479,0.7733176049393479,0.22668239506065213
H001077,Higgins (LA),LA,R,house,03,412705,0.7981836759023454,0.7981836759023454,0.2018163240976546
S389,John Kennedy,LA,R,senate,,412679,0.8195730383928036,0.8195730383928036,0.1804269616071964
J000299,Johnson (LA),LA,R,house,04,412706,0.6314009203107597,0.6314009203107597,0.3685990796892403
S001176,Scalise,LA,R,house,01,412261,0.49091932972272884,0.49091932972272884,0.5090806702772712
A000148,Auchincloss,MA,D,house,04,456825,0.2900988444944267,0.2900988444944267,0.7099011555055733
C001101,Clark (MA),MA,D,house,05,412600,0.2748248154654291,0.2748248154654291,0.7251751845345709
S369,Edward Markey,MA,D,senate,,400253,0.06764606527524906,0.06764606527524906,0.9323539347247509
S366,Elizabeth Warren,MA,D,senate,,412542,0.06741277882470872,0.06741277882470872,0.9325872211752912
K000375,Keating,MA,D,house,09,412435,0.2698337361707877,0.2698337361707877,0.7301662638292123
L000562,Lynch,MA,D,house,08,400249,0.19134471948849174,0.19134471948849174,0.8086552805115083
M000312,McGovern,MA,D,house,02,400263,0.1292994496145457,0.1292994496145457,0.8707005503854544
M001196,Moulton,MA,D,house,06,412632,0.25895775226466666,0.25895775226466666,0.7410422477353333
N000015,Neal,MA,D,house,01,400291,0.3145055683157948,0.3145055683157948,0.6854944316842052
P000617,Pressley,MA,D,house,07,412782,0.1240703762404361,0.1240703762404361,0.875929623759564
T000482,Trahan,MA,D,house,03,412781,0.24308888072066906,0.24308888072066906,0.756911119279331
S390,Chris Van Hollen,MD,D,senate,,400415,0.11438400622368101,0.11438400622368101,0.8856159937763189
H001052,Harris,MD,R,house,01,412434,0.7750350172582029,0.7750350172582029,0.2249649827417971
H000874,Hoyer,MD,D,house,05,400189,0.3278646319476343,0.3278646319476343,0.6721353680523656
M000687,Mfume,MD,D,house,07,407672,0.20719734356402597,0.20719734356402597,0.792802656435974
R000606,Raskin,MD,D,house,08,412708,0.17226003735646653,0.17226003735646653,0.8277399626435334
S363,Angus King,ME,I,senate,,412545,0.3754620415134013,0.3754620415134013,0.6245379584865987
G000592,Golden,ME,D,house,02,412842,0.5262393675756533,0.5262393675756533,0.47376063242434674
P000597,Pingree,ME,D,house,01,412307,0.22520805733599664,0.22520805733599664,0.7747919426640033
S252,Susan Collins,ME,R,senate,,300025,0.5207022260619125,0.5207022260619125,0.4792977739380875
B001301,Bergman,MI,R,house,01,412709,0.6932399468244859,0.6932399468244859,0.30676005317551414
D000624,Dingell,MI,D,house,06,412637,0.27242535537350526,0.27242535537350526,0.7275746446264948
S380,Gary Peters,MI,D,senate,,412305,0.49814309162213644,0.49814309162213644,0.5018569083778636
H001058,Huizenga,MI,R,house,04,412437,0.6758521110894836,0.6758521110894836,0.3241478889105164
M001136,McClain,MI,R,house,09,456827,0.6415425906035084,0.6415425906035084,0.3584574093964916
M001194,Moolenaar,MI,R,house,02,412634,0.8179772618684189,0.8179772618684189,0.1820227381315811
S001208,Slotkin,MI,D,house,08,412784,0.4607946382337277,0.4607946382337277,0.5392053617662723
S001215,Stevens,MI,D,house,11,412786,0.2883200192578342,0.2883200192578342,0.7116799807421659
T000481,Tlaib,MI,D,house,12,412787,0.05747866510730909,0.05747866510730909,0.9425213348926909
W000798,Walberg,MI,R,house,05,412213,0.6624542296256881,0.6624542296256881,0.3375457703743119
S311,Amy Klobuchar,MN,D,senate,,412242,0.2350754895880532,0.2350754895880532,0.7649245104119469
C001119,Craig,MN,D,house,02,412789,0.38584332483314027,0.38584332483314027,0.6141566751668597
E000294,Emmer,MN,R,house,06,412639,0.6150259414802676,0.6150259414802676,0.38497405851973243
F000470,Fischbach,MN,R,house,07,456828,0.6964984255382962,0.6964984255382962,0.3035015744617038
M001143,McCollum,MN,D,house,04,400259,0.1951280890115289,0.1951280890115289,0.8048719109884711
O000173,Omar,MN,D,house,05,412791,0.13023584447156597,0.13023584447156597,0.869764155528434
S001212,Stauber,MN,R,house,08,412792,0.7600615185307125,0.7600615185307125,0.23993848146928753
S394,Tina Smith,MN,D,senate,,412742,0.16468522420547677,0.16468522420547677,0.8353147757945232
C001061,Cleaver,MO,D,house,05,400639,0.20302387801997487,0.20302387801997487,0.7969761219800251
G000546,Graves (MO),MO,R,house,06,400158,0.596178636506061,0.596178636506061,0.40382136349393905
S399,Josh Hawley,MO,R,senate,,412840,0.8516405923280449,0.8516405923280449,0.1483594076719551
S001195,Smith (MO),MO,R,house,08,412596,0.5774009360500587,0.5774009360500587,0.4225990639499413
W000812,Wagner,MO,R,house,02,412548,0.6423634915051057,0.6423634915051057,0.35763650849489426
S395,Cindy Hyde-Smith,MS,R,senate,,412743,0.8856807609909086,0.8856807609909086,0.11431923900909136
G000591,Guest,MS,R,house,03,412793,0.8151672647959584,0.8151672647959584,0.18483273520404164
K000388,Kelly (MS),MS,R,house,01,412673,0.6733086602315987,0.6733086602315987,0.32669133976840126
S318,Roger Wicker,MS,R,senate,,400432,0.8051387869161063,0.8051387869161063,0.1948612130838937
T000193,Thompson (MS),MS,D,house,02,400402,0.22075100630215128,0.22075100630215128,0.7792489936978487
S375,Steve Daines,MT,R,senate,,412549,0.8642242276965586,0.8642242276965586,0.1357757723034414
A000370,Adams,NC,D,house,12,412607,0.2021223163641832,0.2021223163641832,0.7978776836358168
B001305,Budd,NC,R,house,13,412712,0.9148892735667498,0.9148892735667498,0.08511072643325024
F000450,Foxx,NC,R,house,05,400643,0.6345534222226793,0.6345534222226793,0.3654465777773207
H001067,Hudson,NC,R,house,09,412550,0.7355662576631165,0.7355662576631165,0.26443374233688355
M001210,Murphy (NC),NC,R,house,03,412845,0.7113868788380115,0.7113868788380115,0.28861312116198845
R000305,Ross,NC,D,house,02,456831,0.2893113349811214,0.2893113349811214,0.7106886650188786
R000603,Rouzer,NC,R,house,07,412641,0.7865476613830795,0.7865476613830795,0.21345233861692048
S384,Thomas Tillis,NC,R,senate,,412668,0.7946184267834496,0.7946184267834496,0.20538157321655037
S344,John Hoeven,ND,R,senate,,412494,0.8187135059708078,0.8187135059708078,0.18128649402919217
S398,Kevin Cramer,ND,R,senate,,412555,0.9001661212646586,0.9001661212646586,0.09983387873534144
B001298,Bacon,NE,R,house,02,412713,0.6903148109695123,0.6903148109695123,0.3096851890304877
S357,Deb Fischer,NE,R,senate,,412556,0.780784211347315,0.780784211347315,0.21921578865268498
S001172,Smith (NE),NE,R,house,03,412217,0.7368642367245289,0.7368642367245289,0.26313576327547106
S324,Jeanne Shaheen,NH,D,senate,,412323,0.38737559142254324,0.38737559142254324,0.6126244085774568
S388,Maggie Hassan,NH,D,senate,,412680,0.5438923948660955,0.5438923948660955,0.45610760513390447
P000614,Pappas,NH,D,house,01,412795,0.48149169994227964,0.48149169994227964,0.5185083000577204
S370,Cory Booker,NJ,D,senate,,412598,0.10048480325541943,0.10048480325541943,0.8995151967445806
G000583,Gottheimer,NJ,D,house,05,412714,0.4973274884263718,0.4973274884263718,0.5026725115736281
K000394,Kim (NJ),NJ,D,house,03,412797,0.3173972205874433,0.3173972205874433,0.6826027794125566
N000188,Norcross,NJ,D,house,01,412606,0.3584266702034613,0.3584266702034613,0.6415733297965387
P000034,Pallone,NJ,D,house,06,400308,0.2553106733358488,0.2553106733358488,0.7446893266641512
S000522,Smith (NJ),NJ,R,house,04,400380,0.6465793491837347,0.6465793491837347,0.3534206508162653
V000133,Van Drew,NJ,R,house,02,412796,0.7563844439446199,0.7563844439446199,0.2436155560553801
W000822,Watson Coleman,NJ,D,house,12,412644,0.0776346895454302,0.0776346895454302,0.9223653104545698
S409,Ben Lujan,NM,D,senate,,412293,0.2643418348708425,0.2643418348708425,0.7356581651291575
L000273,Leger Fernandez,NM,D,house,03,456835,0.24922877410748814,0.24922877410748814,0.7507712258925119
S359,Martin Heinrich,NM,D,senate,,412281,0.25298075971823686,0.25298075971823686,0.7470192402817631
A000369,Amodei,NV,R,house,02,412500,0.585794556747653,0.585794556747653,0.414205443252347
S385,Catherine Cortez Masto,NV,D,senate,,412681,0.37378985291902017,0.37378985291902017,0.6262101470809798
H001066,Horsford,NV,D,house,04,412559,0.2446395410858053,0.2446395410858053,0.7553604589141947
S402,Jacklyn Rosen,NV,D,senate,,412715,0.3882508151391715,0.3882508151391715,0.6117491848608285
L000590,Lee (NV),NV,D,house,03,412802,0.49847392965632575,0.49847392965632575,0.5015260703436742
T000468,Titus,NV,D,house,01,412318,0.23370356116763094,0.23370356116763094,0.7662964388323691
S270,Charles Schumer,NY,D,senate,,300087,0.31118018574538653,0.31118018574538653,0.6888198142546135
C001067,Clarke (NY),NY,D,house,09,412221,0.13281690501118665,0.13281690501118665,0.8671830949888133
E000297,Espaillat,NY,D,house,13,412718,0.12453546457818337,0.12453546457818337,0.8754645354218167
G000597,Garbarino,NY,R,house,02,456836,0.6301082548911617,0.6301082548911617,0.36989174510883827
J000294,Jeffries,NY,D,house,08,412561,0.3101017483969177,0.3101017483969177,0.6898982516030823
S331,Kirsten Gillibrand,NY,D,senate,,412223,0.23015466447741809,0.23015466447741809,0.7698453355225819
M000317,Malliotakis,NY,R,house,11,456837,0.6746346207644215,0.6746346207644215,0.3253653792355785
M001137,Meeks,NY,D,house,05,400271,0.24222944065664595,0.24222944065664595,0.757770559343354
M001188,Meng,NY,D,house,06,412560,0.1697149616425053,0.1697149616425053,0.8302850383574947
M001206,Morelle,NY,D,house,25,412749,0.31543558692892026,0.31543558692892026,0.6845644130710797
N000002,Nadler,NY,D,house,12,400289,0.17880585020025416,0.17880585020025416,0.8211941497997458
O000172,Ocasio-Cortez,NY,D,house,14,412804,0.12962144382529567,0.12962144382529567,0.8703785561747044
S001196,Stefanik,NY,R,house,21,412648,0.7566004004672962,0.7566004004672962,0.24339959953270385
S001201,Suozzi,NY,D,house,03,412717,0.4039806754479483,0.4039806754479483,0.5960193245520518
T000478,Tenney,NY,R,house,24,412720,0.8917727193304212,0.8917727193304212,0.10822728066957876
T000469,Tonko,NY,D,house,20,412319,0.205139616694338,0.205139616694338,0.794860383305662
T000486,Torres (NY),NY,D,house,15,456838,0.2388292869813121,0.2388292869813121,0.7611707130186879
V000081,VelÃ¡zquez,NY,D,house,07,400416,0.09346742206438009,0.09346742206438009,0.9065325779356199
B001306,Balderson,OH,R,house,12,412747,0.6946567887103303,0.6946567887103303,0.3053432112896697
B001281,Beatty,OH,D,house,03,412565,0.2140159645721014,0.2140159645721014,0.7859840354278986
D000626,Davidson,OH,R,house,08,412675,0.6979692736253972,0.6979692736253972,0.3020307263746028
J000289,Jordan,OH,R,house,04,412226,0.5387164693052492,0.5387164693052492,0.4612835306947508
J000295,Joyce (OH),OH,R,house,14,412566,0.5830874701699521,0.5830874701699521,0.4169125298300479
K000009,Kaptur,OH,D,house,09,400211,0.33302201267377196,0.33302201267377196,0.666977987326228
L000566,Latta,OH,R,house,05,412256,0.643682210287261,0.643682210287261,0.356317789712739
T000463,Turner,OH,R,house,10,400411,0.5280031876574688,0.5280031876574688,0.4719968123425312
B000740,Bice (OK),OK,R,house,05,456841,0.732886375223112,0.732886375223112,0.26711362477688805
C001053,Cole,OK,R,house,04,400077,0.5677086076145501,0.5677086076145501,0.4322913923854499
H001082,Hern,OK,R,house,01,412748,0.6749777012267352,0.6749777012267352,0.32502229877326483
S378,James Lankford,OK,R,senate,,412464,0.9360842237794957,0.9360842237794957,0.06391577622050426
L000491,Lucas,OK,R,house,03,400247,0.5549000113635506,0.5549000113635506,0.4450999886364494
B000668,Bentz,OR,R,house,02,456842,0.6107706138083383,0.6107706138083383,0.3892293861916617
B001278,Bonamici,OR,D,house,01,412501,0.16809609029250394,0.16809609029250394,0.8319039097074961
S322,Jeff Merkley,OR,D,senate,,412325,0.04907464689070332,0.04907464689070332,0.9509253531092967
S247,Ron Wyden,OR,D,senate,,300100,0.09465057495751755,0.09465057495751755,0.9053494250424825
B001296,"Boyle, Brendan F.",PA,D,house,02,412652,0.29258689118281744,0.29258689118281744,0.7074131088171826
D000631,Dean,PA,D,house,04,412809,0.21959999550829207,0.21959999550829207,0.7804000044917079
E000296,Evans,PA,D,house,03,412677,0.12116594169737895,0.12116594169737895,0.8788340583026211
F000466,Fitzpatrick,PA,R,house,01,412721,0.48531018622454825,0.48531018622454825,0.5146898137754518
H001085,Houlahan,PA,D,house,06,412810,0.4246569662321476,0.4246569662321476,0.5753430337678525
J000302,Joyce (PA),PA,R,house,13,412812,0.6447509949794054,0.6447509949794054,0.35524900502059464
K000376,Kelly (PA),PA,R,house,16,412465,0.7056362205750168,0.7056362205750168,0.29436377942498315
M001204,Meuser,PA,R,house,09,412811,0.7759576248620357,0.7759576248620357,0.22404237513796432
P000605,Perry,PA,R,house,10,412569,0.7539371014840928,0.7539371014840928,0.24606289851590724
R000610,Reschenthaler,PA,R,house,14,412813,0.7177900530500875,0.7177900530500875,0.2822099469499125
S001205,Scanlon,PA,D,house,05,412750,0.13769333079187032,0.13769333079187032,0.8623066692081297
S001199,Smucker,PA,R,house,11,412722,0.6235914046346884,0.6235914046346884,0.37640859536531157
T000467,Thompson (PA),PA,R,house,15,412317,0.6757496455712493,0.6757496455712493,0.3242503544287507
